hour,day_of_week,avg_speed_kmh,target_speed,percentile_used,min_speed_mean,max_speed_mean,total_vehicles,traffic_density,speed_factor
21.0,3.0,42.0,42,35,22.060732633257526,103.00974911433464,11613095.0,40.0,0.6
21.0,4.0,42.0,42,36,21.77738723967062,102.2167244924766,11900133.0,40.0,0.6
21.0,5.0,42.0,42,36,23.3086625891577,101.50534492459029,9291326.0,40.0,0.6
21.0,6.0,42.0,42,36,23.34784889355157,101.53458040310464,9196355.0,40.0,0.6
22.0,0.0,45.0,45,36,23.310815516400865,102.70216414792117,9976615.0,35.71428571428571,0.6428571428571429
22.0,1.0,45.0,45,37,23.14030981834392,102.3109792339983,9566578.0,35.71428571428571,0.6428571428571429
22.0,2.0,45.0,45,37,22.84052648801949,102.70260517034505,10173450.0,35.71428571428571,0.6428571428571429
22.0,3.0,45.0,45,37,22.695373497476123,102.44439299851109,10439261.0,35.71428571428571,0.6428571428571429
22.0,4.0,45.0,45,39,22.29639177647746,102.15835937572447,10779200.0,35.71428571428571,0.6428571428571429
22.0,5.0,45.0,45,39,23.510816652740946,101.32674283430813,9101917.0,35.71428571428571,0.6428571428571429
22.0,6.0,45.0,45,39,23.643667824902657,101.19544795795429,9028387.0,35.71428571428571,0.6428571428571429
23.0,0.0,45.0,45,35,24.024180177664533,103.2885914239341,9309583.0,35.71428571428571,0.6428571428571429
23.0,1.0,45.0,45,35,23.659812040569463,103.36678142737509,9004081.0,35.71428571428571,0.6428571428571429
23.0,2.0,45.0,45,35,23.849547861210677,103.05724968614108,9181963.0,35.71428571428571,0.6428571428571429
23.0,3.0,45.0,45,36,23.34198520457313,103.01653125397604,9799549.0,35.71428571428571,0.6428571428571429
23.0,4.0,45.0,45,37,22.998783816402696,102.5667137048109,10091903.0,35.71428571428571,0.6428571428571429
23.0,5.0,45.0,45,38,24.001654951669956,101.61686959526429,9077586.0,35.71428571428571,0.6428571428571429
23.0,6.0,45.0,45,37,24.134323829920135,102.37205193414536,8795220.0,35.71428571428571,0.6428571428571429
